close,timestamp,exchange,expiry,high,low,open,oi,type,instrument,volume
12678.15,21/01/13 10:45,NFO,31-Jan-13,12682.45,12678.15,12682.45,1028025,Futures,CNXBAN,3025
12676,21/01/13 10:46,NFO,31-Jan-13,12678.15,12663.2,12678.15,1028025,Futures,CNXBAN,13150
12674,21/01/13 10:47,NFO,31-Jan-13,12676.8,12673,12676.75,1033200,Futures,CNXBAN,2600
12670,21/01/13 10:48,NFO,31-Jan-13,12675,12669.5,12674,1033200,Futures,CNXBAN,1550
12671.55,21/01/13 10:49,NFO,31-Jan-13,12674.95,12669.55,12670,1033200,Futures,CNXBAN,1300
12676.7,21/01/13 10:50,NFO,31-Jan-13,12676.95,12671.5,12671.55,1034325,Futures,CNXBAN,1600
12677.15,21/01/13 10:51,NFO,31-Jan-13,12678.45,12674.95,12676.7,1034325,Futures,CNXBAN,1550
12680.4,21/01/13 10:52,NFO,31-Jan-13,12682.4,12676,12677.15,1034325,Futures,CNXBAN,1625
12680.55,21/01/13 10:53,NFO,31-Jan-13,12684.5,12680.4,12680.4,1034500,Futures,CNXBAN,1675
12683,21/01/13 10:54,NFO,31-Jan-13,12684.7,12680,12680.55,1034500,Futures,CNXBAN,1725
12685,21/01/13 10:55,NFO,31-Jan-13,12685,12681.35,12683,1034500,Futures,CNXBAN,550
12685,21/01/13 10:56,NFO,31-Jan-13,12687.5,12684.95,12685,1034475,Futures,CNXBAN,850
12684.6,21/01/13 10:57,NFO,31-Jan-13,12685,12682.1,12685,1034475,Futures,CNXBAN,725
12684.6,21/01/13 10:58,NFO,31-Jan-13,12684.6,12682.3,12684.6,1034475,Futures,CNXBAN,700
12684.75,21/01/13 10:59,NFO,31-Jan-13,12685,12684,12684.6,1034900,Futures,CNXBAN,725
12678,21/01/13 11:00,NFO,31-Jan-13,12685,12675.95,12684.75,1034900,Futures,CNXBAN,2300
12679.2,21/01/13 11:01,NFO,31-Jan-13,12681,12674,12678,1034900,Futures,CNXBAN,1175
12680.25,21/01/13 11:02,NFO,31-Jan-13,12680.25,12678.75,12678.85,1034925,Futures,CNXBAN,475
12687.45,21/01/13 11:03,NFO,31-Jan-13,12687.5,12680.25,12680.25,1034925,Futures,CNXBAN,1950
12682.1,21/01/13 11:04,NFO,31-Jan-13,12687.5,12682.1,12687.45,1034925,Futures,CNXBAN,1200
12681.5,21/01/13 11:05,NFO,31-Jan-13,12691.8,12681.5,12682.1,1036250,Futures,CNXBAN,2675
12685.9,21/01/13 11:06,NFO,31-Jan-13,12688.8,12681.5,12681.5,1036250,Futures,CNXBAN,725
12686,21/01/13 11:07,NFO,31-Jan-13,12690,12685,12685.9,1036250,Futures,CNXBAN,550
12684.05,21/01/13 11:08,NFO,31-Jan-13,12686,12683,12686,1037500,Futures,CNXBAN,450
12692.95,21/01/13 11:09,NFO,31-Jan-13,12693,12684.05,12684.05,1037500,Futures,CNXBAN,1775
12689.95,21/01/13 11:10,NFO,31-Jan-13,12692.95,12688,12692.95,1037500,Futures,CNXBAN,250
12688,21/01/13 11:11,NFO,31-Jan-13,12691,12685.95,12689.95,1037400,Futures,CNXBAN,1650
12690,21/01/13 11:12,NFO,31-Jan-13,12693,12688,12688,1037400,Futures,CNXBAN,1375
12690.85,21/01/13 11:13,NFO,31-Jan-13,12693,12688.05,12690,1037400,Futures,CNXBAN,2250
12688.85,21/01/13 11:14,NFO,31-Jan-13,12690.85,12684.7,12690.85,1039300,Futures,CNXBAN,550
12687,21/01/13 11:15,NFO,31-Jan-13,12691,12685.1,12688.85,1039300,Futures,CNXBAN,700
12690,21/01/13 11:16,NFO,31-Jan-13,12693,12688,12688,1039300,Futures,CNXBAN,725
12689,21/01/13 11:17,NFO,31-Jan-13,12692,12688.75,12690,1039175,Futures,CNXBAN,325
12688,21/01/13 11:18,NFO,31-Jan-13,12693,12688,12689,1039175,Futures,CNXBAN,1200
12688.45,21/01/13 11:19,NFO,31-Jan-13,12689.95,12687.05,12688,1039175,Futures,CNXBAN,300
12690.3,21/01/13 11:20,NFO,31-Jan-13,12691,12686.15,12688.45,1039675,Futures,CNXBAN,575
12691.4,21/01/13 11:21,NFO,31-Jan-13,12691.8,12685.85,12690.3,1039675,Futures,CNXBAN,525
12684,21/01/13 11:22,NFO,31-Jan-13,12691.4,12683.2,12691.4,1039675,Futures,CNXBAN,1025
12689.1,21/01/13 11:23,NFO,31-Jan-13,12689.1,12685,12685.05,1040650,Futures,CNXBAN,425
12685.2,21/01/13 11:24,NFO,31-Jan-13,12690,12685,12689.1,1040650,Futures,CNXBAN,2350
12685.05,21/01/13 11:25,NFO,31-Jan-13,12688.5,12685,12685.2,1040650,Futures,CNXBAN,725
12685.05,21/01/13 11:26,NFO,31-Jan-13,12690,12685,12685.45,1042150,Futures,CNXBAN,3275
12680.5,21/01/13 11:27,NFO,31-Jan-13,12685.05,12680.5,12685.05,1042150,Futures,CNXBAN,1925
12679.75,21/01/13 11:28,NFO,31-Jan-13,12681,12677,12680.5,1042150,Futures,CNXBAN,975
12677,21/01/13 11:29,NFO,31-Jan-13,12680.05,12677,12679.75,1044475,Futures,CNXBAN,1800
12678,21/01/13 11:30,NFO,31-Jan-13,12679.2,12677,12677,1044475,Futures,CNXBAN,875
12677.5,21/01/13 11:31,NFO,31-Jan-13,12679.15,12676.55,12678,1044475,Futures,CNXBAN,700
12679,21/01/13 11:32,NFO,31-Jan-13,12680,12677,12677.5,1045425,Futures,CNXBAN,1050
12679,21/01/13 11:33,NFO,31-Jan-13,12679,12676,12679,1045425,Futures,CNXBAN,500
12677,21/01/13 11:34,NFO,31-Jan-13,12680,12676.05,12679,1045425,Futures,CNXBAN,1800
12682.5,21/01/13 11:35,NFO,31-Jan-13,12683.45,12677,12677,1044625,Futures,CNXBAN,2250
12685.1,21/01/13 11:36,NFO,31-Jan-13,12686.5,12676.35,12682.5,1044625,Futures,CNXBAN,2700
12686,21/01/13 11:37,NFO,31-Jan-13,12687.5,12685,12685.1,1044625,Futures,CNXBAN,825
12680.25,21/01/13 11:38,NFO,31-Jan-13,12687.25,12680.25,12686,1046900,Futures,CNXBAN,600
12685,21/01/13 11:39,NFO,31-Jan-13,12685,12680.25,12680.25,1046900,Futures,CNXBAN,75
12684.1,21/01/13 11:40,NFO,31-Jan-13,12689.95,12684.1,12685,1046900,Futures,CNXBAN,1525
12689,21/01/13 11:41,NFO,31-Jan-13,12689,12684.1,12684.1,1047325,Futures,CNXBAN,150
12696.15,21/01/13 11:42,NFO,31-Jan-13,12696.15,12686.2,12689,1047325,Futures,CNXBAN,4425
12692,21/01/13 11:43,NFO,31-Jan-13,12696.15,12691.25,12696.15,1047325,Futures,CNXBAN,1775
12693.3,21/01/13 11:44,NFO,31-Jan-13,12693.3,12687.5,12692,1050575,Futures,CNXBAN,1750
12689.9,21/01/13 11:45,NFO,31-Jan-13,12689.9,12688.6,12688.6,1050575,Futures,CNXBAN,350
12689.05,21/01/13 11:46,NFO,31-Jan-13,12692.5,12689.05,12689.9,1050575,Futures,CNXBAN,1000
12689.95,21/01/13 11:47,NFO,31-Jan-13,12689.95,12689.05,12689.05,1050575,Futures,CNXBAN,100
12688.8,21/01/13 11:48,NFO,31-Jan-13,12689.95,12687,12689.95,1050875,Futures,CNXBAN,575
12686.3,21/01/13 11:49,NFO,31-Jan-13,12688.8,12686.1,12688.8,1050875,Futures,CNXBAN,300
12684.95,21/01/13 11:50,NFO,31-Jan-13,12687.95,12684.95,12686.3,1051475,Futures,CNXBAN,800
12690,21/01/13 11:51,NFO,31-Jan-13,12690,12684.95,12684.95,1051475,Futures,CNXBAN,1025
12684,21/01/13 11:52,NFO,31-Jan-13,12690.75,12682,12690,1051475,Futures,CNXBAN,1300
12682.5,21/01/13 11:53,NFO,31-Jan-13,12684,12680.25,12684,1053100,Futures,CNXBAN,1075
12686,21/01/13 11:54,NFO,31-Jan-13,12687.45,12682.5,12682.5,1053100,Futures,CNXBAN,850
12678.5,21/01/13 11:55,NFO,31-Jan-13,12686,12677.6,12686,1053100,Futures,CNXBAN,3350
12675.1,21/01/13 11:56,NFO,31-Jan-13,12682.7,12675.1,12678.55,1056175,Futures,CNXBAN,1525
12677.7,21/01/13 11:57,NFO,31-Jan-13,12679.2,12675,12675,1056175,Futures,CNXBAN,1975
12675,21/01/13 11:58,NFO,31-Jan-13,12679.35,12675,12677.7,1056175,Futures,CNXBAN,1375
12674.95,21/01/13 11:59,NFO,31-Jan-13,12675.9,12672,12675,1059650,Futures,CNXBAN,1975
12670.5,21/01/13 12:00,NFO,31-Jan-13,12675.9,12670,12674.95,1059650,Futures,CNXBAN,4775
12676,21/01/13 12:01,NFO,31-Jan-13,12679.4,12669,12670,1059650,Futures,CNXBAN,4300
12677,21/01/13 12:02,NFO,31-Jan-13,12682.45,12676,12676,1065775,Futures,CNXBAN,2300
12678,21/01/13 12:03,NFO,31-Jan-13,12678.55,12672.6,12677,1065775,Futures,CNXBAN,3675
12675,21/01/13 12:04,NFO,31-Jan-13,12680,12672,12678,1065775,Futures,CNXBAN,3350
12676.25,21/01/13 12:05,NFO,31-Jan-13,12678,12670,12675,1070900,Futures,CNXBAN,1700
12673.3,21/01/13 12:06,NFO,31-Jan-13,12674,12669.05,12674,1070900,Futures,CNXBAN,1725
12674,21/01/13 12:07,NFO,31-Jan-13,12674.95,12671.15,12673.3,1070900,Futures,CNXBAN,1125
12670,21/01/13 12:08,NFO,31-Jan-13,12674,12670,12674,1072025,Futures,CNXBAN,950
12654,21/01/13 12:09,NFO,31-Jan-13,12672,12651,12670,1072025,Futures,CNXBAN,24600
12644.2,21/01/13 12:10,NFO,31-Jan-13,12654.6,12636.45,12654,1072025,Futures,CNXBAN,33450
12650,21/01/13 12:11,NFO,31-Jan-13,12652.5,12642.25,12644.2,1066250,Futures,CNXBAN,10050
12652,21/01/13 12:12,NFO,31-Jan-13,12652,12649,12650,1066250,Futures,CNXBAN,2850
12654,21/01/13 12:13,NFO,31-Jan-13,12654,12650.4,12652,1066250,Futures,CNXBAN,2425
12655,21/01/13 12:14,NFO,31-Jan-13,12658.45,12653.4,12654,1070825,Futures,CNXBAN,2375
12656,21/01/13 12:15,NFO,31-Jan-13,12656.9,12654,12655,1070825,Futures,CNXBAN,1825
12657,21/01/13 12:16,NFO,31-Jan-13,12659,12651.1,12656,1070825,Futures,CNXBAN,1950
12653.4,21/01/13 12:17,NFO,31-Jan-13,12657,12653,12657,1069525,Futures,CNXBAN,1775
12655.95,21/01/13 12:18,NFO,31-Jan-13,12656,12652.15,12655,1069525,Futures,CNXBAN,1100
12648.8,21/01/13 12:19,NFO,31-Jan-13,12656,12648.8,12655.95,1069525,Futures,CNXBAN,2175
12643.05,21/01/13 12:20,NFO,31-Jan-13,12650,12642,12648.8,1051675,Futures,CNXBAN,6000
12645.1,21/01/13 12:21,NFO,31-Jan-13,12647,12641.25,12643.05,1051675,Futures,CNXBAN,2150
12644.7,21/01/13 12:22,NFO,31-Jan-13,12647,12643.1,12645.1,1051675,Futures,CNXBAN,1450
12635,21/01/13 12:23,NFO,31-Jan-13,12644.8,12630.8,12644.7,1053600,Futures,CNXBAN,9500
12644,21/01/13 12:24,NFO,31-Jan-13,12644.8,12635.05,12640.3,1053600,Futures,CNXBAN,4650
12640,21/01/13 12:25,NFO,31-Jan-13,12644.75,12637.35,12644,1053600,Futures,CNXBAN,5150
12639,21/01/13 12:26,NFO,31-Jan-13,12642,12638,12641.55,1058325,Futures,CNXBAN,2600
12640.2,21/01/13 12:27,NFO,31-Jan-13,12645,12637.45,12639,1058325,Futures,CNXBAN,3750
12644,21/01/13 12:28,NFO,31-Jan-13,12644.8,12640.2,12640.2,1058325,Futures,CNXBAN,1750
12644,21/01/13 12:29,NFO,31-Jan-13,12644.05,12642.05,12644,1058350,Futures,CNXBAN,2025
12643.8,21/01/13 12:30,NFO,31-Jan-13,12645,12640,12644,1058350,Futures,CNXBAN,3725
12640.7,21/01/13 12:31,NFO,31-Jan-13,12645,12640,12643.8,1058350,Futures,CNXBAN,2775
12647.5,21/01/13 12:32,NFO,31-Jan-13,12647.5,12641.1,12641.1,1060475,Futures,CNXBAN,1525
12646.9,21/01/13 12:33,NFO,31-Jan-13,12647.6,12645,12647.5,1060475,Futures,CNXBAN,1425
12648.4,21/01/13 12:34,NFO,31-Jan-13,12648.8,12646.95,12648,1060475,Futures,CNXBAN,1875
12651,21/01/13 12:35,NFO,31-Jan-13,12652,12645,12648.4,1062550,Futures,CNXBAN,3425
12654.9,21/01/13 12:36,NFO,31-Jan-13,12655.25,12651,12651,1062550,Futures,CNXBAN,2375
12654.95,21/01/13 12:37,NFO,31-Jan-13,12655.3,12652.2,12654.9,1062550,Futures,CNXBAN,575
12658.8,21/01/13 12:38,NFO,31-Jan-13,12660.6,12654.95,12654.95,1060925,Futures,CNXBAN,2775
12662,21/01/13 12:39,NFO,31-Jan-13,12662,12655.7,12658.8,1060925,Futures,CNXBAN,2575
12659.75,21/01/13 12:40,NFO,31-Jan-13,12662.95,12655.2,12661.05,1060925,Futures,CNXBAN,1575
12662.85,21/01/13 12:41,NFO,31-Jan-13,12662.85,12655,12658.8,1060450,Futures,CNXBAN,1150
12655.1,21/01/13 12:42,NFO,31-Jan-13,12662.85,12655.1,12662.85,1060450,Futures,CNXBAN,1700
12652.5,21/01/13 12:43,NFO,31-Jan-13,12657.9,12652,12655.1,1060450,Futures,CNXBAN,1175
12652,21/01/13 12:44,NFO,31-Jan-13,12655.25,12651.5,12652.5,1060550,Futures,CNXBAN,750
12656.1,21/01/13 12:45,NFO,31-Jan-13,12656.1,12650.8,12652,1060550,Futures,CNXBAN,1200
12655,21/01/13 12:46,NFO,31-Jan-13,12657.3,12655,12656.1,1060550,Futures,CNXBAN,650
12658,21/01/13 12:47,NFO,31-Jan-13,12660,12655,12655,1061325,Futures,CNXBAN,1100
12666.6,21/01/13 12:48,NFO,31-Jan-13,12666.6,12658,12658,1061325,Futures,CNXBAN,2200
12667.8,21/01/13 12:49,NFO,31-Jan-13,12667.8,12663,12666.6,1061325,Futures,CNXBAN,1950
12664.7,21/01/13 12:50,NFO,31-Jan-13,12668.45,12662,12667.8,1061525,Futures,CNXBAN,2750
12664,21/01/13 12:51,NFO,31-Jan-13,12664.5,12659.05,12659.05,1061525,Futures,CNXBAN,1375
12655,21/01/13 12:52,NFO,31-Jan-13,12664.7,12655,12664.7,1061525,Futures,CNXBAN,775
12651.6,21/01/13 12:53,NFO,31-Jan-13,12655.3,12651.6,12655,1064125,Futures,CNXBAN,775
12655.8,21/01/13 12:54,NFO,31-Jan-13,12656.7,12651.6,12651.6,1064125,Futures,CNXBAN,675
12656,21/01/13 12:55,NFO,31-Jan-13,12656.7,12652.6,12655.8,1064125,Futures,CNXBAN,450
12652,21/01/13 12:56,NFO,31-Jan-13,12656.4,12650,12656,1065525,Futures,CNXBAN,1300
12655.9,21/01/13 12:57,NFO,31-Jan-13,12655.9,12650,12652,1065525,Futures,CNXBAN,1375
12658.2,21/01/13 12:58,NFO,31-Jan-13,12659.2,12655.4,12655.9,1065525,Futures,CNXBAN,1525
12655,21/01/13 12:59,NFO,31-Jan-13,12659.4,12652.35,12658.2,1066250,Futures,CNXBAN,1775
12655,21/01/13 13:00,NFO,31-Jan-13,12657,12655,12655,1066250,Futures,CNXBAN,425
12657.6,21/01/13 13:01,NFO,31-Jan-13,12658,12655,12655,1066250,Futures,CNXBAN,525
12653.95,21/01/13 13:02,NFO,31-Jan-13,12657.9,12653.95,12657.6,1068150,Futures,CNXBAN,1325
12654.9,21/01/13 13:03,NFO,31-Jan-13,12654.95,12652.15,12653.95,1068150,Futures,CNXBAN,850
12655,21/01/13 13:04,NFO,31-Jan-13,12655.95,12652.1,12654.9,1068150,Futures,CNXBAN,1125
12655.45,21/01/13 13:05,NFO,31-Jan-13,12656.55,12654.05,12655,1070075,Futures,CNXBAN,950
12652.5,21/01/13 13:06,NFO,31-Jan-13,12657.2,12652.5,12655.45,1070075,Futures,CNXBAN,600
12658.7,21/01/13 13:07,NFO,31-Jan-13,12658.7,12647,12652.5,1070075,Futures,CNXBAN,3100
12662.5,21/01/13 13:08,NFO,31-Jan-13,12665,12658.7,12658.7,1074250,Futures,CNXBAN,3700
12655.25,21/01/13 13:09,NFO,31-Jan-13,12662.5,12655.25,12662.5,1074250,Futures,CNXBAN,300
12650,21/01/13 13:10,NFO,31-Jan-13,12655.25,12650,12655.25,1074250,Futures,CNXBAN,1675
12660,21/01/13 13:11,NFO,31-Jan-13,12660,12650,12650,1076250,Futures,CNXBAN,675
12656.6,21/01/13 13:12,NFO,31-Jan-13,12660,12652,12660,1076250,Futures,CNXBAN,875
12656,21/01/13 13:13,NFO,31-Jan-13,12661.95,12655.45,12656.6,1076250,Futures,CNXBAN,1325
12656.35,21/01/13 13:14,NFO,31-Jan-13,12659.55,12656,12656,1077050,Futures,CNXBAN,1700
12658.95,21/01/13 13:15,NFO,31-Jan-13,12658.95,12655,12656.35,1077050,Futures,CNXBAN,750
12659.6,21/01/13 13:16,NFO,31-Jan-13,12662,12656.25,12658.95,1077050,Futures,CNXBAN,550
12656.55,21/01/13 13:17,NFO,31-Jan-13,12659.6,12655.95,12659.6,1077050,Futures,CNXBAN,275
12655,21/01/13 13:18,NFO,31-Jan-13,12656.55,12655,12656.55,1078650,Futures,CNXBAN,450
12657,21/01/13 13:19,NFO,31-Jan-13,12660.3,12655,12655,1078650,Futures,CNXBAN,725
12660.75,21/01/13 13:20,NFO,31-Jan-13,12660.75,12656.5,12657,1078950,Futures,CNXBAN,1875
12673.15,21/01/13 13:21,NFO,31-Jan-13,12676,12658.4,12660.75,1078950,Futures,CNXBAN,8775
12675,21/01/13 13:22,NFO,31-Jan-13,12680,12672,12672.45,1078950,Futures,CNXBAN,4625
12672,21/01/13 13:23,NFO,31-Jan-13,12678.5,12671.1,12675,1079200,Futures,CNXBAN,2950
12673,21/01/13 13:24,NFO,31-Jan-13,12674,12670,12672,1079200,Futures,CNXBAN,1850
12673.5,21/01/13 13:25,NFO,31-Jan-13,12676,12671,12673,1079200,Futures,CNXBAN,1525
12674.45,21/01/13 13:26,NFO,31-Jan-13,12674.95,12672.3,12673.5,1079225,Futures,CNXBAN,1075
12670.4,21/01/13 13:27,NFO,31-Jan-13,12674.45,12670.35,12674.45,1079225,Futures,CNXBAN,575
12666,21/01/13 13:28,NFO,31-Jan-13,12670.4,12665.15,12670.4,1079225,Futures,CNXBAN,1675
12671,21/01/13 13:29,NFO,31-Jan-13,12671,12663.05,12666.05,1079525,Futures,CNXBAN,1525
12668.65,21/01/13 13:30,NFO,31-Jan-13,12671,12667,12671,1079525,Futures,CNXBAN,800
12672.9,21/01/13 13:31,NFO,31-Jan-13,12673,12668.65,12668.65,1079525,Futures,CNXBAN,1050
12674.9,21/01/13 13:32,NFO,31-Jan-13,12674.9,12668.65,12672.85,1081550,Futures,CNXBAN,1050
12675,21/01/13 13:33,NFO,31-Jan-13,12679.05,12672.25,12674.9,1081550,Futures,CNXBAN,3225
12674,21/01/13 13:34,NFO,31-Jan-13,12678,12674,12675,1081550,Futures,CNXBAN,1150
12673.2,21/01/13 13:35,NFO,31-Jan-13,12674.95,12670.9,12674,1082775,Futures,CNXBAN,825
12668.35,21/01/13 13:36,NFO,31-Jan-13,12675,12668.35,12673.2,1082775,Futures,CNXBAN,1325
12665.05,21/01/13 13:37,NFO,31-Jan-13,12669.6,12660.9,12668.35,1082775,Futures,CNXBAN,1850
12662.25,21/01/13 13:38,NFO,31-Jan-13,12666.55,12662.25,12665.05,1082775,Futures,CNXBAN,700
12662.75,21/01/13 13:39,NFO,31-Jan-13,12665,12662.25,12662.25,1082775,Futures,CNXBAN,1625
12671.25,21/01/13 13:40,NFO,31-Jan-13,12672,12660.7,12662,1082775,Futures,CNXBAN,2475
12665,21/01/13 13:41,NFO,31-Jan-13,12671.25,12663.1,12671.25,1083275,Futures,CNXBAN,525
12666,21/01/13 13:42,NFO,31-Jan-13,12666,12663,12663.2,1083275,Futures,CNXBAN,1000
12672,21/01/13 13:43,NFO,31-Jan-13,12672,12663.9,12666,1083275,Futures,CNXBAN,2100
12668,21/01/13 13:44,NFO,31-Jan-13,12672,12666,12672,1082750,Futures,CNXBAN,1100
12667.1,21/01/13 13:45,NFO,31-Jan-13,12668.7,12667,12668,1082750,Futures,CNXBAN,275
12668.5,21/01/13 13:46,NFO,31-Jan-13,12670,12667,12667.1,1082750,Futures,CNXBAN,625
12674.1,21/01/13 13:47,NFO,31-Jan-13,12674.1,12666,12668.5,1083775,Futures,CNXBAN,2575
12673.65,21/01/13 13:48,NFO,31-Jan-13,12674.4,12672.05,12674.1,1083775,Futures,CNXBAN,625
12675,21/01/13 13:49,NFO,31-Jan-13,12675,12669.3,12673.65,1083775,Futures,CNXBAN,2400
12692.8,21/01/13 13:50,NFO,31-Jan-13,12692.8,12675,12675,1085175,Futures,CNXBAN,15300
12685.25,21/01/13 13:51,NFO,31-Jan-13,12692.7,12684.3,12692.2,1085175,Futures,CNXBAN,3950
12693.5,21/01/13 13:52,NFO,31-Jan-13,12694,12686.05,12687.5,1085175,Futures,CNXBAN,6625
12700,21/01/13 13:53,NFO,31-Jan-13,12704,12692,12693.5,1087275,Futures,CNXBAN,10725
12720,21/01/13 13:54,NFO,31-Jan-13,12723.35,12700,12700,1087275,Futures,CNXBAN,26350
12719,21/01/13 13:55,NFO,31-Jan-13,12720,12712.8,12716.5,1087275,Futures,CNXBAN,8100
12715,21/01/13 13:56,NFO,31-Jan-13,12722,12710.05,12719.05,1082175,Futures,CNXBAN,11800
12719,21/01/13 13:57,NFO,31-Jan-13,12719,12710,12715,1082175,Futures,CNXBAN,11450
12711,21/01/13 13:58,NFO,31-Jan-13,12721,12710.2,12720,1082175,Futures,CNXBAN,6900
12702,21/01/13 13:59,NFO,31-Jan-13,12711,12701.75,12711,1086100,Futures,CNXBAN,6550
12708,21/01/13 14:00,NFO,31-Jan-13,12710,12702,12702,1086100,Futures,CNXBAN,6250
12705.1,21/01/13 14:01,NFO,31-Jan-13,12709.5,12704.1,12708,1086100,Futures,CNXBAN,1650
12709,21/01/13 14:02,NFO,31-Jan-13,12709,12702.05,12705.1,1087200,Futures,CNXBAN,2175
12707,21/01/13 14:03,NFO,31-Jan-13,12710,12705,12709,1087200,Futures,CNXBAN,1400
12709,21/01/13 14:04,NFO,31-Jan-13,12709,12705,12707,1087200,Futures,CNXBAN,1025
12703.05,21/01/13 14:05,NFO,31-Jan-13,12710,12703.05,12709,1088575,Futures,CNXBAN,3450
12697,21/01/13 14:06,NFO,31-Jan-13,12704.5,12696,12704.5,1088575,Futures,CNXBAN,4575
12703,21/01/13 14:07,NFO,31-Jan-13,12706.8,12696,12698,1088575,Futures,CNXBAN,8275
12713.5,21/01/13 14:08,NFO,31-Jan-13,12714,12703,12703,1083325,Futures,CNXBAN,6825
12712.9,21/01/13 14:09,NFO,31-Jan-13,12715,12709,12713.5,1083325,Futures,CNXBAN,3250
12718,21/01/13 14:10,NFO,31-Jan-13,12719.6,12712.75,12715,1083325,Futures,CNXBAN,2175
12711.35,21/01/13 14:11,NFO,31-Jan-13,12718.9,12711.35,12718,1083775,Futures,CNXBAN,1775
12712,21/01/13 14:12,NFO,31-Jan-13,12714,12711,12711.35,1083775,Futures,CNXBAN,1350
12707.2,21/01/13 14:13,NFO,31-Jan-13,12712,12706.15,12712,1083775,Futures,CNXBAN,825
12706,21/01/13 14:14,NFO,31-Jan-13,12709.95,12706,12709.95,1082950,Futures,CNXBAN,2075
12705.05,21/01/13 14:15,NFO,31-Jan-13,12707.2,12702.4,12705,1082950,Futures,CNXBAN,1550
12703.15,21/01/13 14:16,NFO,31-Jan-13,12708,12703.15,12708,1082950,Futures,CNXBAN,1175
12698.6,21/01/13 14:17,NFO,31-Jan-13,12703.15,12698.35,12703.15,1083625,Futures,CNXBAN,3150
12700,21/01/13 14:18,NFO,31-Jan-13,12700,12697,12698.6,1083625,Futures,CNXBAN,1950
12703,21/01/13 14:19,NFO,31-Jan-13,12703,12698,12698,1083625,Futures,CNXBAN,1850
12704,21/01/13 14:20,NFO,31-Jan-13,12704,12700.5,12703,1082950,Futures,CNXBAN,475
12704,21/01/13 14:21,NFO,31-Jan-13,12704,12702,12704,1082950,Futures,CNXBAN,450
12704.25,21/01/13 14:22,NFO,31-Jan-13,12705,12703.2,12705,1082950,Futures,CNXBAN,575
12708,21/01/13 14:23,NFO,31-Jan-13,12709,12702.5,12704.25,1066350,Futures,CNXBAN,1250
12697.2,21/01/13 14:24,NFO,31-Jan-13,12706,12697.2,12706,1066350,Futures,CNXBAN,3350
12694.25,21/01/13 14:25,NFO,31-Jan-13,12699,12694.25,12697.2,1066350,Futures,CNXBAN,4125
12690.9,21/01/13 14:26,NFO,31-Jan-13,12695.95,12690,12694.25,1066000,Futures,CNXBAN,2350
12698.9,21/01/13 14:27,NFO,31-Jan-13,12701,12693.5,12693.6,1066000,Futures,CNXBAN,2050
12699.25,21/01/13 14:28,NFO,31-Jan-13,12700,12695.95,12695.95,1066000,Futures,CNXBAN,450
12701.65,21/01/13 14:29,NFO,31-Jan-13,12702.4,12699.25,12699.25,1065925,Futures,CNXBAN,1175
12698.15,21/01/13 14:30,NFO,31-Jan-13,12701.9,12697.5,12701.65,1065925,Futures,CNXBAN,650
12708.5,21/01/13 14:31,NFO,31-Jan-13,12708.5,12698,12698,1065925,Futures,CNXBAN,1400
12706,21/01/13 14:32,NFO,31-Jan-13,12708,12706,12707.9,1065300,Futures,CNXBAN,2575
12706.15,21/01/13 14:33,NFO,31-Jan-13,12706.15,12702,12705,1065300,Futures,CNXBAN,375
12705.55,21/01/13 14:34,NFO,31-Jan-13,12709.5,12705.55,12706.15,1065300,Futures,CNXBAN,750
12701,21/01/13 14:35,NFO,31-Jan-13,12711,12701,12705.55,1065625,Futures,CNXBAN,1525
12697.95,21/01/13 14:36,NFO,31-Jan-13,12702,12696.3,12701,1065625,Futures,CNXBAN,1400
12695,21/01/13 14:37,NFO,31-Jan-13,12696.75,12693,12696.75,1065625,Futures,CNXBAN,750
12697.7,21/01/13 14:38,NFO,31-Jan-13,12697.95,12695,12695,1065550,Futures,CNXBAN,350
12693.7,21/01/13 14:39,NFO,31-Jan-13,12697.7,12693.7,12697.7,1065550,Futures,CNXBAN,325
12686,21/01/13 14:40,NFO,31-Jan-13,12693.7,12686,12693.7,1065550,Futures,CNXBAN,4325
12685,21/01/13 14:41,NFO,31-Jan-13,12688.65,12681.95,12686,1065300,Futures,CNXBAN,4200
12687.1,21/01/13 14:42,NFO,31-Jan-13,12689,12685,12685,1065300,Futures,CNXBAN,1975
12689.9,21/01/13 14:43,NFO,31-Jan-13,12692,12686,12686,1065300,Futures,CNXBAN,1850
12693,21/01/13 14:44,NFO,31-Jan-13,12693.55,12688.25,12689.9,1065225,Futures,CNXBAN,1750
12684.05,21/01/13 14:45,NFO,31-Jan-13,12693,12684,12693,1065225,Futures,CNXBAN,2350
12686,21/01/13 14:46,NFO,31-Jan-13,12687.9,12685,12685,1065225,Futures,CNXBAN,550
12681.3,21/01/13 14:47,NFO,31-Jan-13,12686,12681.3,12686,1065350,Futures,CNXBAN,900
12684.3,21/01/13 14:48,NFO,31-Jan-13,12685,12681,12681.3,1065350,Futures,CNXBAN,2675
12686,21/01/13 14:49,NFO,31-Jan-13,12691.1,12683,12684.3,1065350,Futures,CNXBAN,2125
12684,21/01/13 14:50,NFO,31-Jan-13,12687,12684,12686,1066525,Futures,CNXBAN,1725
12684,21/01/13 14:51,NFO,31-Jan-13,12684.6,12681.3,12684,1066525,Futures,CNXBAN,625
12679.65,21/01/13 14:52,NFO,31-Jan-13,12684.5,12675,12684,1066525,Futures,CNXBAN,6400
