close,timestamp,exchange,expiry,high,low,open,oi,type,instrument,volume
12839,3/1/2013 10:21,NFO,31-Jan-13,12841,12836.15,12839,1213100,Futures,CNXBAN,2050
12844.6,3/1/2013 10:22,NFO,31-Jan-13,12844.65,12841.05,12841.1,1213100,Futures,CNXBAN,2700
12841.85,3/1/2013 10:23,NFO,31-Jan-13,12844.7,12841.5,12844.7,1213100,Futures,CNXBAN,2825
12843.5,3/1/2013 10:24,NFO,31-Jan-13,12844.3,12841.8,12842,1214375,Futures,CNXBAN,1650
12840,3/1/2013 10:25,NFO,31-Jan-13,12843.9,12840,12843.5,1214375,Futures,CNXBAN,1225
12843.6,3/1/2013 10:26,NFO,31-Jan-13,12843.6,12840,12840,1214375,Futures,CNXBAN,575
12843.1,3/1/2013 10:27,NFO,31-Jan-13,12843.6,12840.4,12843.6,1214475,Futures,CNXBAN,225
12840.9,3/1/2013 10:28,NFO,31-Jan-13,12844.65,12840.6,12843.1,1214475,Futures,CNXBAN,950
12846.95,3/1/2013 10:29,NFO,31-Jan-13,12847.75,12840,12840.9,1214475,Futures,CNXBAN,2875
12843.45,3/1/2013 10:30,NFO,31-Jan-13,12847.75,12841.5,12847.5,1215900,Futures,CNXBAN,2875
12846,3/1/2013 10:31,NFO,31-Jan-13,12846.95,12842.95,12843.45,1215900,Futures,CNXBAN,950
12843.25,3/1/2013 10:32,NFO,31-Jan-13,12846.95,12843.25,12846,1215900,Futures,CNXBAN,425
12840,3/1/2013 10:33,NFO,31-Jan-13,12845.8,12840,12843.25,1217000,Futures,CNXBAN,875
12845,3/1/2013 10:34,NFO,31-Jan-13,12845.5,12840,12840,1217000,Futures,CNXBAN,725
12845,3/1/2013 10:35,NFO,31-Jan-13,12845,12843.55,12845,1217000,Futures,CNXBAN,75
12840.75,3/1/2013 10:36,NFO,31-Jan-13,12845,12840.3,12845,1218150,Futures,CNXBAN,1650
12839.2,3/1/2013 10:37,NFO,31-Jan-13,12843.05,12837.75,12840.75,1218150,Futures,CNXBAN,2175
12837.1,3/1/2013 10:38,NFO,31-Jan-13,12840,12836.35,12840,1218150,Futures,CNXBAN,725
12837.05,3/1/2013 10:39,NFO,31-Jan-13,12838,12836.1,12837.1,1220100,Futures,CNXBAN,1250
12841.8,3/1/2013 10:40,NFO,31-Jan-13,12841.8,12837.05,12837.05,1220100,Futures,CNXBAN,1425
12837.05,3/1/2013 10:41,NFO,31-Jan-13,12841.8,12835.05,12841.8,1220100,Futures,CNXBAN,725
12837.6,3/1/2013 10:42,NFO,31-Jan-13,12842,12837.05,12837.05,1221275,Futures,CNXBAN,850
12838,3/1/2013 10:43,NFO,31-Jan-13,12841,12836.4,12837.6,1221275,Futures,CNXBAN,750
12830,3/1/2013 10:44,NFO,31-Jan-13,12839.95,12830,12838,1221275,Futures,CNXBAN,3100
12840.85,3/1/2013 10:45,NFO,31-Jan-13,12841.5,12830,12830,1220650,Futures,CNXBAN,1700
12836.6,3/1/2013 10:46,NFO,31-Jan-13,12840.9,12836.6,12840.85,1220650,Futures,CNXBAN,325
12841.3,3/1/2013 10:47,NFO,31-Jan-13,12842.85,12836.6,12836.6,1220650,Futures,CNXBAN,1650
12843.05,3/1/2013 10:48,NFO,31-Jan-13,12843.05,12837.1,12841.3,1221925,Futures,CNXBAN,1250
12842,3/1/2013 10:49,NFO,31-Jan-13,12843.05,12838.45,12843.05,1221925,Futures,CNXBAN,125
12843.9,3/1/2013 10:50,NFO,31-Jan-13,12846,12839.3,12842,1221925,Futures,CNXBAN,1775
12843,3/1/2013 10:51,NFO,31-Jan-13,12845.95,12842.65,12843.9,1223325,Futures,CNXBAN,500
12846,3/1/2013 10:52,NFO,31-Jan-13,12846,12841.05,12843,1223325,Futures,CNXBAN,650
12842.1,3/1/2013 10:53,NFO,31-Jan-13,12846.2,12841.65,12846,1223325,Futures,CNXBAN,900
12840.55,3/1/2013 10:54,NFO,31-Jan-13,12845,12840.55,12845,1224825,Futures,CNXBAN,425
12840.35,3/1/2013 10:55,NFO,31-Jan-13,12844.25,12840,12840.55,1224825,Futures,CNXBAN,575
12840.05,3/1/2013 10:56,NFO,31-Jan-13,12840.35,12840,12840.35,1224825,Futures,CNXBAN,200
12836.1,3/1/2013 10:57,NFO,31-Jan-13,12840.05,12836,12840.05,1225225,Futures,CNXBAN,700
12840.3,3/1/2013 10:58,NFO,31-Jan-13,12842.9,12836.1,12836.1,1225225,Futures,CNXBAN,425
12838.05,3/1/2013 10:59,NFO,31-Jan-13,12840.3,12835.2,12840.3,1225225,Futures,CNXBAN,775
12836.35,3/1/2013 11:00,NFO,31-Jan-13,12838.05,12835.1,12838.05,1224500,Futures,CNXBAN,1275
12838,3/1/2013 11:01,NFO,31-Jan-13,12838,12836,12836.35,1224500,Futures,CNXBAN,475
12839.1,3/1/2013 11:02,NFO,31-Jan-13,12841.2,12835.35,12838,1224500,Futures,CNXBAN,1450
12840.4,3/1/2013 11:03,NFO,31-Jan-13,12840.85,12839.1,12839.1,1225425,Futures,CNXBAN,200
12843,3/1/2013 11:04,NFO,31-Jan-13,12843,12840.3,12840.4,1225425,Futures,CNXBAN,200
12849,3/1/2013 11:05,NFO,31-Jan-13,12849,12843,12843,1225425,Futures,CNXBAN,2425
12847.1,3/1/2013 11:06,NFO,31-Jan-13,12849,12845,12849,1225425,Futures,CNXBAN,900
12847,3/1/2013 11:07,NFO,31-Jan-13,12848,12844.75,12847.1,1225425,Futures,CNXBAN,525
12848,3/1/2013 11:08,NFO,31-Jan-13,12848,12845,12847,1225425,Futures,CNXBAN,350
12849.95,3/1/2013 11:09,NFO,31-Jan-13,12850,12846.8,12848,1225975,Futures,CNXBAN,2075
12850,3/1/2013 11:10,NFO,31-Jan-13,12850,12849,12849.95,1225975,Futures,CNXBAN,725
12849.9,3/1/2013 11:11,NFO,31-Jan-13,12850,12846,12847,1225975,Futures,CNXBAN,1175
12850.05,3/1/2013 11:12,NFO,31-Jan-13,12852.3,12847.9,12849.9,1228500,Futures,CNXBAN,3250
12847,3/1/2013 11:13,NFO,31-Jan-13,12852.15,12845.55,12850.05,1228500,Futures,CNXBAN,2550
12850.1,3/1/2013 11:14,NFO,31-Jan-13,12852,12847,12847,1228500,Futures,CNXBAN,1325
12848.45,3/1/2013 11:15,NFO,31-Jan-13,12851.75,12847.9,12850.1,1227475,Futures,CNXBAN,850
12848.05,3/1/2013 11:16,NFO,31-Jan-13,12851.5,12845.55,12848.45,1227475,Futures,CNXBAN,1500
12849,3/1/2013 11:17,NFO,31-Jan-13,12850,12848,12848.05,1227475,Futures,CNXBAN,450
12845.95,3/1/2013 11:18,NFO,31-Jan-13,12849.6,12845.95,12849,1228925,Futures,CNXBAN,925
12844,3/1/2013 11:19,NFO,31-Jan-13,12849,12844,12846.1,1228925,Futures,CNXBAN,1200
12847.8,3/1/2013 11:20,NFO,31-Jan-13,12847.8,12842.5,12844,1228925,Futures,CNXBAN,875
12846,3/1/2013 11:21,NFO,31-Jan-13,12847.9,12845.25,12847.8,1229850,Futures,CNXBAN,325
12848,3/1/2013 11:22,NFO,31-Jan-13,12848,12846,12846,1229850,Futures,CNXBAN,325
12848.1,3/1/2013 11:23,NFO,31-Jan-13,12849,12847,12848,1229850,Futures,CNXBAN,425
12850,3/1/2013 11:24,NFO,31-Jan-13,12850,12845.15,12848.1,1229350,Futures,CNXBAN,925
12859.8,3/1/2013 11:25,NFO,31-Jan-13,12860,12850,12850,1229350,Futures,CNXBAN,8150
12855,3/1/2013 11:26,NFO,31-Jan-13,12860,12855,12859,1229350,Futures,CNXBAN,6250
12861.05,3/1/2013 11:27,NFO,31-Jan-13,12865,12855.05,12856.3,1229250,Futures,CNXBAN,7650
12869.95,3/1/2013 11:28,NFO,31-Jan-13,12870.5,12856.6,12861.05,1229250,Futures,CNXBAN,10975
12865.15,3/1/2013 11:29,NFO,31-Jan-13,12870.5,12865.1,12870,1229250,Futures,CNXBAN,3450
12874.05,3/1/2013 11:30,NFO,31-Jan-13,12874.05,12865.15,12865.15,1233300,Futures,CNXBAN,8450
12871.8,3/1/2013 11:31,NFO,31-Jan-13,12875.15,12869.75,12874,1233300,Futures,CNXBAN,9400
12872.75,3/1/2013 11:32,NFO,31-Jan-13,12874.5,12870.05,12871.8,1233300,Futures,CNXBAN,3325
12867.6,3/1/2013 11:33,NFO,31-Jan-13,12873.95,12867.6,12871.45,1238550,Futures,CNXBAN,3825
12872,3/1/2013 11:34,NFO,31-Jan-13,12879,12866.95,12867.6,1238550,Futures,CNXBAN,10700
12871,3/1/2013 11:35,NFO,31-Jan-13,12875.85,12870.5,12872,1238550,Futures,CNXBAN,1575
12876,3/1/2013 11:36,NFO,31-Jan-13,12878,12870.5,12871,1236750,Futures,CNXBAN,2775
12875,3/1/2013 11:37,NFO,31-Jan-13,12878,12875,12878,1236750,Futures,CNXBAN,5275
12874,3/1/2013 11:38,NFO,31-Jan-13,12876.9,12873,12875,1236750,Futures,CNXBAN,3525
12869,3/1/2013 11:39,NFO,31-Jan-13,12874.55,12868.05,12874,1242300,Futures,CNXBAN,4450
12869,3/1/2013 11:40,NFO,31-Jan-13,12870.05,12869,12869,1242300,Futures,CNXBAN,3975
12869.1,3/1/2013 11:41,NFO,31-Jan-13,12870.05,12866.4,12869,1242300,Futures,CNXBAN,2700
12867.35,3/1/2013 11:42,NFO,31-Jan-13,12869.1,12864.5,12869.1,1244500,Futures,CNXBAN,1400
12869,3/1/2013 11:43,NFO,31-Jan-13,12870,12867,12867.35,1244500,Futures,CNXBAN,550
12865,3/1/2013 11:44,NFO,31-Jan-13,12869,12864.15,12869,1244500,Futures,CNXBAN,1675
12863.2,3/1/2013 11:45,NFO,31-Jan-13,12869,12863.2,12865,1244075,Futures,CNXBAN,925
12865,3/1/2013 11:46,NFO,31-Jan-13,12869,12865,12865,1244075,Futures,CNXBAN,1250
12868,3/1/2013 11:47,NFO,31-Jan-13,12869,12865,12865,1244075,Futures,CNXBAN,1125
12867,3/1/2013 11:48,NFO,31-Jan-13,12868,12865.55,12868,1244750,Futures,CNXBAN,1375
12862.25,3/1/2013 11:49,NFO,31-Jan-13,12867,12862.25,12867,1244750,Futures,CNXBAN,2475
12862,3/1/2013 11:50,NFO,31-Jan-13,12865,12861,12862.25,1244750,Futures,CNXBAN,1450
12861,3/1/2013 11:51,NFO,31-Jan-13,12862.8,12860.85,12862,1247375,Futures,CNXBAN,1100
12861.9,3/1/2013 11:52,NFO,31-Jan-13,12864,12860.85,12861,1247375,Futures,CNXBAN,275
12864.9,3/1/2013 11:53,NFO,31-Jan-13,12864.9,12861.9,12861.9,1247375,Futures,CNXBAN,100
12859.85,3/1/2013 11:54,NFO,31-Jan-13,12864.9,12859.85,12864.9,1247225,Futures,CNXBAN,1375
12863,3/1/2013 11:55,NFO,31-Jan-13,12864.3,12859.85,12859.85,1247225,Futures,CNXBAN,250
12863.1,3/1/2013 11:56,NFO,31-Jan-13,12864,12863,12863,1247225,Futures,CNXBAN,225
12868,3/1/2013 11:57,NFO,31-Jan-13,12868,12863.1,12863.1,1247725,Futures,CNXBAN,1225
12869,3/1/2013 11:58,NFO,31-Jan-13,12869.75,12867.95,12868,1247725,Futures,CNXBAN,575
12865,3/1/2013 11:59,NFO,31-Jan-13,12869.95,12865,12869,1247725,Futures,CNXBAN,525
12867.05,3/1/2013 12:00,NFO,31-Jan-13,12869,12864.95,12865,1248050,Futures,CNXBAN,125
12868,3/1/2013 12:01,NFO,31-Jan-13,12870,12867.05,12867.05,1248050,Futures,CNXBAN,1700
12865,3/1/2013 12:02,NFO,31-Jan-13,12867.9,12865,12865.05,1248050,Futures,CNXBAN,575
12865,3/1/2013 12:03,NFO,31-Jan-13,12867.95,12865,12865,1247600,Futures,CNXBAN,200
12865,3/1/2013 12:04,NFO,31-Jan-13,12866,12864,12865,1247600,Futures,CNXBAN,150
12868.95,3/1/2013 12:05,NFO,31-Jan-13,12868.95,12865,12865,1247600,Futures,CNXBAN,350
12863.2,3/1/2013 12:06,NFO,31-Jan-13,12868.95,12863.2,12868.95,1247450,Futures,CNXBAN,275
12863.2,3/1/2013 12:07,NFO,31-Jan-13,12866,12863.2,12863.2,1247450,Futures,CNXBAN,250
12865.05,3/1/2013 12:08,NFO,31-Jan-13,12865.05,12863.2,12863.2,1247450,Futures,CNXBAN,200
12863,3/1/2013 12:09,NFO,31-Jan-13,12865,12863,12865,1247575,Futures,CNXBAN,300
12861.05,3/1/2013 12:10,NFO,31-Jan-13,12863,12861,12863,1247575,Futures,CNXBAN,525
12862,3/1/2013 12:11,NFO,31-Jan-13,12863,12861,12861.05,1247575,Futures,CNXBAN,475
12861.6,3/1/2013 12:12,NFO,31-Jan-13,12864,12861.6,12862,1247775,Futures,CNXBAN,275
12865,3/1/2013 12:13,NFO,31-Jan-13,12865,12861,12861.6,1247775,Futures,CNXBAN,325
12865,3/1/2013 12:15,NFO,31-Jan-13,12865,12864,12865,1247700,Futures,CNXBAN,600
12864,3/1/2013 12:16,NFO,31-Jan-13,12865,12862.5,12865,1247700,Futures,CNXBAN,75
12860,3/1/2013 12:17,NFO,31-Jan-13,12864,12860,12864,1247700,Futures,CNXBAN,1025
12859.8,3/1/2013 12:18,NFO,31-Jan-13,12861.95,12859,12860,1248300,Futures,CNXBAN,1025
12861,3/1/2013 12:19,NFO,31-Jan-13,12861.5,12859.8,12859.8,1248300,Futures,CNXBAN,450
12862,3/1/2013 12:20,NFO,31-Jan-13,12862,12859.25,12861,1248300,Futures,CNXBAN,150
12860,3/1/2013 12:21,NFO,31-Jan-13,12863,12859,12862,1248100,Futures,CNXBAN,1225
12859,3/1/2013 12:22,NFO,31-Jan-13,12860,12859,12860,1248100,Futures,CNXBAN,1425
12859.85,3/1/2013 12:23,NFO,31-Jan-13,12860,12857.75,12859,1248100,Futures,CNXBAN,475
12863.25,3/1/2013 12:24,NFO,31-Jan-13,12863.5,12859.85,12859.85,1249550,Futures,CNXBAN,750
12863.5,3/1/2013 12:25,NFO,31-Jan-13,12863.5,12863.25,12863.25,1249550,Futures,CNXBAN,300
12860,3/1/2013 12:26,NFO,31-Jan-13,12864.5,12860,12863.5,1249550,Futures,CNXBAN,275
12860.1,3/1/2013 12:27,NFO,31-Jan-13,12864,12860,12860,1249975,Futures,CNXBAN,225
12860.35,3/1/2013 12:28,NFO,31-Jan-13,12863,12860.1,12860.1,1249975,Futures,CNXBAN,350
12860.35,3/1/2013 12:29,NFO,31-Jan-13,12860.55,12860.1,12860.35,1249975,Futures,CNXBAN,450
12862,3/1/2013 12:30,NFO,31-Jan-13,12864,12860.35,12860.35,1250475,Futures,CNXBAN,200
12864,3/1/2013 12:31,NFO,31-Jan-13,12865,12862,12862,1250475,Futures,CNXBAN,225
12863,3/1/2013 12:32,NFO,31-Jan-13,12864,12862.55,12864,1250475,Futures,CNXBAN,75
12862,3/1/2013 12:33,NFO,31-Jan-13,12863.7,12862,12863,1250625,Futures,CNXBAN,250
12861,3/1/2013 12:34,NFO,31-Jan-13,12862,12861,12862,1250625,Futures,CNXBAN,275
12863.5,3/1/2013 12:35,NFO,31-Jan-13,12863.5,12861,12861,1250625,Futures,CNXBAN,75
12861.3,3/1/2013 12:36,NFO,31-Jan-13,12863.5,12860.2,12863.5,1250725,Futures,CNXBAN,850
12860.7,3/1/2013 12:37,NFO,31-Jan-13,12861.3,12859.05,12861.3,1250725,Futures,CNXBAN,1250
12857,3/1/2013 12:38,NFO,31-Jan-13,12861,12857,12860.7,1250725,Futures,CNXBAN,900
12863,3/1/2013 12:39,NFO,31-Jan-13,12863,12857,12857,1250425,Futures,CNXBAN,1325
12861,3/1/2013 12:40,NFO,31-Jan-13,12863,12860.5,12863,1250425,Futures,CNXBAN,225
12863.65,3/1/2013 12:41,NFO,31-Jan-13,12863.65,12860.5,12861,1250425,Futures,CNXBAN,400
12861,3/1/2013 12:42,NFO,31-Jan-13,12863.65,12861,12863.65,1249825,Futures,CNXBAN,50
12863.7,3/1/2013 12:43,NFO,31-Jan-13,12863.7,12860.5,12861,1249825,Futures,CNXBAN,300
12858,3/1/2013 12:44,NFO,31-Jan-13,12863.7,12857.8,12863.7,1249825,Futures,CNXBAN,1500
12858.25,3/1/2013 12:45,NFO,31-Jan-13,12860.1,12858,12858,1250000,Futures,CNXBAN,500
12856,3/1/2013 12:46,NFO,31-Jan-13,12858.5,12855,12858.25,1250000,Futures,CNXBAN,3050
12859.75,3/1/2013 12:47,NFO,31-Jan-13,12859.95,12856,12856,1250000,Futures,CNXBAN,200
12854.8,3/1/2013 12:48,NFO,31-Jan-13,12859.75,12851.15,12859.75,1248100,Futures,CNXBAN,4300
12844,3/1/2013 12:49,NFO,31-Jan-13,12854.8,12844,12854.8,1248100,Futures,CNXBAN,3100
12846.1,3/1/2013 12:50,NFO,31-Jan-13,12848.9,12842.25,12843,1248100,Futures,CNXBAN,4700
12847,3/1/2013 12:51,NFO,31-Jan-13,12847.75,12842.25,12846.1,1248225,Futures,CNXBAN,2425
12847.95,3/1/2013 12:52,NFO,31-Jan-13,12848.9,12844,12847,1248225,Futures,CNXBAN,2750
12837,3/1/2013 12:53,NFO,31-Jan-13,12849,12837,12847.95,1248225,Futures,CNXBAN,7100
12842,3/1/2013 12:54,NFO,31-Jan-13,12847.35,12836.45,12837,1250625,Futures,CNXBAN,1375
12847,3/1/2013 12:55,NFO,31-Jan-13,12847,12840.4,12842,1250625,Futures,CNXBAN,1225
12847,3/1/2013 12:56,NFO,31-Jan-13,12850,12846,12847,1250625,Futures,CNXBAN,2250
12856,3/1/2013 12:57,NFO,31-Jan-13,12859,12847,12847,1251125,Futures,CNXBAN,2750
12856.1,3/1/2013 12:58,NFO,31-Jan-13,12859,12853.2,12856,1251125,Futures,CNXBAN,450
12851,3/1/2013 12:59,NFO,31-Jan-13,12856.1,12849.9,12856.1,1251125,Futures,CNXBAN,925
12849.1,3/1/2013 13:00,NFO,31-Jan-13,12851.95,12849.1,12851,1250975,Futures,CNXBAN,1075
12843.3,3/1/2013 13:01,NFO,31-Jan-13,12849.1,12843.1,12849.1,1250975,Futures,CNXBAN,925
12849,3/1/2013 13:02,NFO,31-Jan-13,12850.05,12843.3,12843.3,1250975,Futures,CNXBAN,600
12842.55,3/1/2013 13:03,NFO,31-Jan-13,12852,12842.55,12849,1251075,Futures,CNXBAN,1125
12845,3/1/2013 13:04,NFO,31-Jan-13,12845.95,12842,12842.55,1251075,Futures,CNXBAN,1100
12844,3/1/2013 13:05,NFO,31-Jan-13,12846.25,12842.05,12845,1251075,Futures,CNXBAN,550
12845,3/1/2013 13:06,NFO,31-Jan-13,12845,12842,12844,1252200,Futures,CNXBAN,575
12843.05,3/1/2013 13:07,NFO,31-Jan-13,12847.65,12842.15,12845,1252200,Futures,CNXBAN,575
12844,3/1/2013 13:08,NFO,31-Jan-13,12845,12843.05,12843.05,1252200,Futures,CNXBAN,125
12848.65,3/1/2013 13:09,NFO,31-Jan-13,12851,12844,12844,1252300,Futures,CNXBAN,1100
12851.3,3/1/2013 13:10,NFO,31-Jan-13,12851.3,12848.65,12848.65,1252300,Futures,CNXBAN,200
12848.05,3/1/2013 13:11,NFO,31-Jan-13,12851.3,12848.05,12851.3,1252300,Futures,CNXBAN,525
12847.5,3/1/2013 13:12,NFO,31-Jan-13,12848.05,12845.8,12848.05,1252675,Futures,CNXBAN,175
12846.05,3/1/2013 13:13,NFO,31-Jan-13,12849.75,12846.05,12847.5,1252675,Futures,CNXBAN,250
12847,3/1/2013 13:14,NFO,31-Jan-13,12848.95,12846.05,12846.05,1252675,Futures,CNXBAN,375
12849,3/1/2013 13:15,NFO,31-Jan-13,12851,12847,12847,1252925,Futures,CNXBAN,350
12846.95,3/1/2013 13:16,NFO,31-Jan-13,12852.75,12846.95,12849,1252925,Futures,CNXBAN,975
12849.5,3/1/2013 13:17,NFO,31-Jan-13,12849.5,12842.75,12846.95,1252925,Futures,CNXBAN,700
12851.65,3/1/2013 13:18,NFO,31-Jan-13,12851.65,12848,12849.5,1252725,Futures,CNXBAN,150
12850,3/1/2013 13:19,NFO,31-Jan-13,12851.65,12845.45,12851.65,1252725,Futures,CNXBAN,600
12854.1,3/1/2013 13:20,NFO,31-Jan-13,12854.95,12850,12850,1252725,Futures,CNXBAN,1725
12858.9,3/1/2013 13:21,NFO,31-Jan-13,12858.9,12853,12854.1,1252925,Futures,CNXBAN,1875
12853,3/1/2013 13:22,NFO,31-Jan-13,12858.9,12853,12858.9,1252925,Futures,CNXBAN,1500
12849.8,3/1/2013 13:23,NFO,31-Jan-13,12853,12849.8,12853,1252925,Futures,CNXBAN,475
12851,3/1/2013 13:24,NFO,31-Jan-13,12851,12848,12849.8,1254600,Futures,CNXBAN,300
12851,3/1/2013 13:25,NFO,31-Jan-13,12852.5,12848.2,12851,1254600,Futures,CNXBAN,300
12849.4,3/1/2013 13:26,NFO,31-Jan-13,12851,12849.4,12851,1254600,Futures,CNXBAN,25
12850.05,3/1/2013 13:27,NFO,31-Jan-13,12850.05,12849.4,12849.4,1254675,Futures,CNXBAN,50
12850,3/1/2013 13:28,NFO,31-Jan-13,12851.5,12849.4,12850.05,1254675,Futures,CNXBAN,100
12849.4,3/1/2013 13:29,NFO,31-Jan-13,12850,12849.05,12850,1254675,Futures,CNXBAN,75
12843,3/1/2013 13:30,NFO,31-Jan-13,12849.4,12842.75,12849.4,1254925,Futures,CNXBAN,1100
12847.5,3/1/2013 13:31,NFO,31-Jan-13,12847.5,12843,12843,1254925,Futures,CNXBAN,450
12841.1,3/1/2013 13:32,NFO,31-Jan-13,12847.5,12841.1,12847.5,1254925,Futures,CNXBAN,2100
12842.95,3/1/2013 13:33,NFO,31-Jan-13,12843.45,12838.15,12841.1,1255425,Futures,CNXBAN,2100
12846.5,3/1/2013 13:34,NFO,31-Jan-13,12846.5,12839.15,12842.95,1255425,Futures,CNXBAN,750
12845,3/1/2013 13:35,NFO,31-Jan-13,12849.45,12843,12846.5,1255425,Futures,CNXBAN,1675
12843.55,3/1/2013 13:36,NFO,31-Jan-13,12846.6,12842.3,12845,1255875,Futures,CNXBAN,900
12847.35,3/1/2013 13:37,NFO,31-Jan-13,12847.35,12842.25,12843.55,1255875,Futures,CNXBAN,475
12842,3/1/2013 13:38,NFO,31-Jan-13,12848,12842,12847.35,1255875,Futures,CNXBAN,2075
12844,3/1/2013 13:39,NFO,31-Jan-13,12845.6,12842,12842,1256725,Futures,CNXBAN,950
12842.95,3/1/2013 13:40,NFO,31-Jan-13,12847,12842.95,12844,1256725,Futures,CNXBAN,325
12849.4,3/1/2013 13:41,NFO,31-Jan-13,12849.4,12842.95,12842.95,1256725,Futures,CNXBAN,1000
12852,3/1/2013 13:42,NFO,31-Jan-13,12853.8,12848.55,12849.4,1255850,Futures,CNXBAN,2200
12846,3/1/2013 13:43,NFO,31-Jan-13,12853.9,12846,12852.7,1255850,Futures,CNXBAN,1300
12850.05,3/1/2013 13:44,NFO,31-Jan-13,12852.95,12847,12849,1255850,Futures,CNXBAN,350
12850,3/1/2013 13:45,NFO,31-Jan-13,12853,12850,12850.05,1256275,Futures,CNXBAN,1325
12851.3,3/1/2013 13:46,NFO,31-Jan-13,12853.25,12848.5,12850,1256275,Futures,CNXBAN,700
12851,3/1/2013 13:47,NFO,31-Jan-13,12851.3,12848.5,12851.3,1256275,Futures,CNXBAN,350
12851,3/1/2013 13:48,NFO,31-Jan-13,12851,12851,12851,1255975,Futures,CNXBAN,125
12849,3/1/2013 13:49,NFO,31-Jan-13,12851,12849,12851,1255975,Futures,CNXBAN,250
12853.9,3/1/2013 13:50,NFO,31-Jan-13,12853.9,12849,12849,1255975,Futures,CNXBAN,175
12853.9,3/1/2013 13:51,NFO,31-Jan-13,12853.9,12851,12853.9,1255800,Futures,CNXBAN,150
12865.35,3/1/2013 13:52,NFO,31-Jan-13,12869.7,12853.5,12853.9,1255800,Futures,CNXBAN,9850
12888.85,3/1/2013 13:53,NFO,31-Jan-13,12889,12865.35,12865.35,1255800,Futures,CNXBAN,22475
12886.5,3/1/2013 13:54,NFO,31-Jan-13,12892,12885,12885.3,1255900,Futures,CNXBAN,13600
12884.25,3/1/2013 13:55,NFO,31-Jan-13,12888,12881.15,12886.5,1255900,Futures,CNXBAN,6000
12876,3/1/2013 13:56,NFO,31-Jan-13,12884.25,12873.95,12884.25,1255900,Futures,CNXBAN,2775
12880.35,3/1/2013 13:57,NFO,31-Jan-13,12884.25,12875.4,12876,1258975,Futures,CNXBAN,4100
12869,3/1/2013 13:58,NFO,31-Jan-13,12883.4,12869,12883.4,1258975,Futures,CNXBAN,2650
12876.6,3/1/2013 13:59,NFO,31-Jan-13,12876.6,12868.05,12870,1258975,Futures,CNXBAN,4275
12875,3/1/2013 14:00,NFO,31-Jan-13,12878.95,12871,12873.1,1261425,Futures,CNXBAN,2750
12871.55,3/1/2013 14:01,NFO,31-Jan-13,12875.45,12871.1,12875,1261425,Futures,CNXBAN,900
12870.5,3/1/2013 14:02,NFO,31-Jan-13,12874,12870.5,12871.55,1261425,Futures,CNXBAN,550
12868.4,3/1/2013 14:03,NFO,31-Jan-13,12871.2,12868,12870.5,1262075,Futures,CNXBAN,1050
12866.45,3/1/2013 14:04,NFO,31-Jan-13,12868.4,12866,12868.4,1262075,Futures,CNXBAN,225
12867,3/1/2013 14:05,NFO,31-Jan-13,12870,12866.45,12866.45,1262075,Futures,CNXBAN,950
12867,3/1/2013 14:06,NFO,31-Jan-13,12870,12867,12867,1262375,Futures,CNXBAN,800
12866.05,3/1/2013 14:07,NFO,31-Jan-13,12868,12866,12867,1262375,Futures,CNXBAN,500
12869,3/1/2013 14:08,NFO,31-Jan-13,12870,12866.05,12866.05,1262375,Futures,CNXBAN,1400
12870,3/1/2013 14:09,NFO,31-Jan-13,12870,12867.5,12869,1261400,Futures,CNXBAN,250
12869.75,3/1/2013 14:10,NFO,31-Jan-13,12870,12867.5,12870,1261400,Futures,CNXBAN,175
12867.2,3/1/2013 14:11,NFO,31-Jan-13,12869.75,12867,12869.75,1261400,Futures,CNXBAN,650
12868,3/1/2013 14:12,NFO,31-Jan-13,12869,12866,12869,1260650,Futures,CNXBAN,1300
12861.35,3/1/2013 14:13,NFO,31-Jan-13,12868,12860,12868,1260650,Futures,CNXBAN,4575
12863.4,3/1/2013 14:14,NFO,31-Jan-13,12866.9,12860,12861.35,1260650,Futures,CNXBAN,2975
12866.95,3/1/2013 14:15,NFO,31-Jan-13,12867.9,12863.4,12863.4,1263650,Futures,CNXBAN,1400
12865,3/1/2013 14:16,NFO,31-Jan-13,12866.95,12862.6,12866.95,1263650,Futures,CNXBAN,225
12870,3/1/2013 14:17,NFO,31-Jan-13,12870,12865,12865,1263650,Futures,CNXBAN,625
12873,3/1/2013 14:18,NFO,31-Jan-13,12873.65,12868,12870,1263025,Futures,CNXBAN,1650
12874.8,3/1/2013 14:19,NFO,31-Jan-13,12874.8,12870,12873,1263025,Futures,CNXBAN,850
12875,3/1/2013 14:20,NFO,31-Jan-13,12876,12871.8,12874.6,1263025,Futures,CNXBAN,600
12880,3/1/2013 14:21,NFO,31-Jan-13,12880,12875,12875,1262775,Futures,CNXBAN,2475
12879.95,3/1/2013 14:22,NFO,31-Jan-13,12881.75,12879,12880,1262775,Futures,CNXBAN,2325
12875.05,3/1/2013 14:23,NFO,31-Jan-13,12880,12875,12879.95,1262775,Futures,CNXBAN,1150
12870.5,3/1/2013 14:24,NFO,31-Jan-13,12876,12870,12875.05,1263400,Futures,CNXBAN,2100
12870.8,3/1/2013 14:25,NFO,31-Jan-13,12874,12870,12870.5,1263400,Futures,CNXBAN,1850
12872,3/1/2013 14:26,NFO,31-Jan-13,12872.5,12870.8,12870.8,1263400,Futures,CNXBAN,500
